Tabela 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CD_CLI;NR_CTR;VR_CTR;DT_CTR;NR_PARCELA;VR_PARCELA;CODIGO;RATING;MOTIVO;PRODUTO;nome;idade;cpf;rg;data_nasc;sexo;signo;mae;pai;email;senha;cep;endereco;numero;bairro;cidade;estado;telefone_fixo;celular;altura;peso;tipo_sanguineo;cor
;6655;6755;91417;2017-03-22;360;253.94;6655;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6656;6756;81845;2017-03-22;360;227.35;6656;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6657;6757;90451;2017-03-22;360;251.25;6657;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6658;6758;33626;2017-03-22;48;700.54;6658;B;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6659;6759;2140;2017-03-22;18;118.89;6659;A;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6660;6760;46838;2017-03-22;120;390.32;6660;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6661;6761;4333;2017-03-22;36;120.36;6661;B;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6662;6762;88466;2017-03-22;360;245.74;6662;B;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6663;6763;99509;2017-03-22;360;276.41;6663;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6664;6764;6903;2017-03-22;36;191.75;6664;A;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6665;6765;42604;2017-03-22;120;355.03;6665;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6666;6766;3429;2017-03-22;24;142.88;6666;B;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6667;6767;44472;2017-03-22;120;370.60;6667;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6668;6768;26618;2017-03-22;24;1109.08;6668;A;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6669;6769;60672;2017-03-22;360;168.53;6669;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6670;6770;45703;2017-03-22;120;380.86;6670;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6671;6771;91805;2017-03-22;360;255.01;6671;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6672;6772;57797;2017-03-22;240;240.82;6672;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6673;6773;8249;2017-03-22;48;171.85;6673;B;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6674;6774;3619;2017-03-22;36;100.53;6674;A;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6675;6775;4080;2017-03-22;36;113.33;6675;B;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6676;6776;23939;2017-03-22;36;664.97;6676;A;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6677;6777;36800;2017-03-22;24;1533.33;6677;B;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6678;6778;2832;2017-03-22;18;157.33;6678;A;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6679;6779;4841;2017-03-22;24;201.71;6679;B;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6680;6780;99377;2017-03-22;360;276.05;6680;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6681;6781;15031;2017-03-22;60;250.52;6681;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6682;6782;95782;2017-03-22;360;266.06;6682;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6683;6783;93771;2017-03-22;360;260.48;6683;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6684;6784;74503;2017-03-22;360;206.95;6684;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6685;6785;23031;2017-03-22;36;639.75;6685;A;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6686;6786;6534;2017-03-22;24;272.25;6686;B;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6687;6787;47456;2017-03-22;120;395.47;6687;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6688;6788;96793;2017-03-22;360;268.87;6688;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6689;6789;55156;2017-03-22;120;459.63;6689;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6690;6790;65196;2017-03-22;360;181.10;6690;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6691;6791;50270;2017-03-22;240;209.46;6691;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6692;6792;66750;2017-03-22;360;185.42;6692;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6693;6793;1242;2017-03-22;24;51.75;6693;B;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6694;6794;23080;2017-03-22;72;320.56;6694;A;ATIVO;CONSIGNADO;;;;;;;;;;;;;;;;;;;;;;;
;6695;6795;78420;2017-03-22;360;217.83;6695;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6696;6796;52629;2017-03-22;240;219.29;6696;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6697;6797;24964;2017-03-22;24;1040.17;6697;B;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6698;6798;52356;2017-03-22;240;218.15;6698;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6699;6799;70512;2017-03-22;360;195.87;6699;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6700;6800;72880;2017-03-22;360;202.44;6700;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6701;6801;46766;2017-03-22;120;389.72;6701;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6702;6802;8079;2017-03-22;36;224.42;6702;B;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6703;6803;43147;2017-03-22;120;359.56;6703;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6704;6804;49329;2017-03-22;120;411.08;6704;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6705;6805;4985;2017-03-22;48;103.85;6705;A;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6706;6806;56940;2017-03-22;240;237.25;6706;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6707;6807;3362;2017-03-22;24;140.08;6707;A;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6708;6808;41726;2017-03-22;120;347.72;6708;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6709;6809;92674;2017-03-22;360;257.43;6709;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6710;6810;9789;2017-03-22;36;271.92;6710;B;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6711;6811;86665;2017-03-22;360;240.74;6711;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6712;6812;64247;2017-03-22;360;178.46;6712;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6713;6813;10530;2017-03-22;72;146.25;6713;A;ATIVO;CONSIGNADO;;;;;;;;;;;;;;;;;;;;;;;
;6714;6814;30066;2017-03-22;72;417.58;6714;A;ATIVO;CONSIGNADO;;;;;;;;;;;;;;;;;;;;;;;
;6715;6815;43164;2017-03-22;120;359.70;6715;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6716;6816;73986;2017-03-22;360;205.52;6716;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6717;6817;81761;2017-03-22;360;227.11;6717;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6718;6818;83554;2017-03-22;360;232.09;6718;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6719;6819;86338;2017-03-22;360;239.83;6719;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6720;6820;22912;2017-03-22;60;381.87;6720;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6721;6821;47110;2017-03-22;120;392.58;6721;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6722;6822;45980;2017-03-22;120;383.17;6722;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6723;6823;3244;2017-03-22;24;135.17;6723;A;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6724;6824;54177;2017-03-22;120;451.48;6724;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6725;6825;51915;2017-03-22;240;216.31;6725;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6726;6826;66714;2017-03-22;360;185.32;6726;B;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6727;6827;25785;2017-03-22;36;716.25;6727;B;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6728;6828;49910;2017-03-22;120;415.92;6728;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6729;6829;47265;2017-03-22;120;393.88;6729;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6730;6830;16758;2017-03-22;36;465.50;6730;A;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6731;6831;82323;2017-03-22;360;228.68;6731;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6732;6832;79761;2017-03-22;360;221.56;6732;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6733;6833;72210;2017-03-22;360;200.58;6733;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6734;6834;88693;2017-03-22;360;246.37;6734;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6735;6835;95899;2017-03-22;360;266.39;6735;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6736;6836;49573;2017-03-22;120;413.11;6736;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6737;6837;90859;2017-03-22;360;252.39;6737;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6738;6838;92881;2017-03-22;360;258.00;6738;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6739;6839;82661;2017-03-22;360;229.61;6739;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6740;6840;89422;2017-03-22;360;248.39;6740;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6741;6841;10725;2017-03-22;48;223.44;6741;B;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6742;6842;72857;2017-03-22;360;202.38;6742;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6743;6843;86799;2017-03-22;360;241.11;6743;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6744;6844;71926;2017-03-22;360;199.79;6744;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6745;6845;2443;2017-03-22;12;203.58;6745;A;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6746;6846;24195;2017-03-22;36;672.08;6746;A;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6747;6847;78829;2017-03-22;360;218.97;6747;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6748;6848;48551;2017-03-22;120;404.59;6748;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6749;6849;66971;2017-03-22;360;186.03;6749;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6750;6850;9588;2017-03-22;48;199.75;6750;A;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6751;6851;48552;2017-03-22;120;404.60;6751;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6752;6852;5880;2017-03-22;18;326.67;6752;A;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6753;6853;54116;2017-03-22;120;450.97;6753;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6754;6854;33215;2017-03-22;36;922.64;6754;B;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6755;6855;45521;2017-03-22;120;379.34;6755;E;PENHORA;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6756;6856;71055;2017-03-22;360;197.38;6756;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6757;6857;78475;2017-03-22;360;217.99;6757;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6758;6858;91858;2017-03-22;360;255.16;6758;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6759;6859;66379;2017-03-22;360;184.39;6759;C;ATIVO-REFINANCIADO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6760;6860;99040;2017-03-22;360;275.11;6760;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6761;6861;52170;2017-03-22;240;217.38;6761;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6762;6862;52990;2017-03-22;120;441.58;6762;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6763;6863;26892;2017-03-22;36;747.00;6763;A;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6764;6864;81739;2017-03-22;360;227.05;6764;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6765;6865;38487;2017-03-22;36;1069.08;6765;A;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6766;6866;56434;2017-03-22;240;235.14;6766;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6767;6867;49891;2017-03-22;120;415.76;6767;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6768;6868;26151;2017-03-22;48;544.81;6768;A;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6769;6869;60477;2017-03-22;360;167.99;6769;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6770;6870;40486;2017-03-22;72;562.31;6770;A;ATIVO;CONSIGNADO;;;;;;;;;;;;;;;;;;;;;;;
;6771;6871;81405;2017-03-22;360;226.13;6771;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6772;6872;61646;2017-03-22;360;171.24;6772;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6773;6873;55154;2017-03-22;120;459.62;6773;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6774;6874;25155;2017-03-22;36;698.75;6774;B;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6775;6875;17290;2017-03-22;24;720.42;6775;B;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6776;6876;89757;2017-03-22;360;249.33;6776;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6777;6877;47131;2017-03-22;120;392.76;6777;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6778;6878;99861;2017-03-22;360;277.39;6778;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6779;6879;43989;2017-03-22;120;366.58;6779;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6780;6880;67287;2017-03-22;360;186.91;6780;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6781;6881;72629;2017-03-22;360;201.75;6781;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6782;6882;68916;2017-03-22;360;191.43;6782;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6783;6883;85437;2017-03-22;360;237.33;6783;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6784;6884;26229;2017-03-22;24;1092.88;6784;B;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6785;6885;53834;2017-03-22;120;448.62;6785;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6786;6886;51614;2017-03-22;240;215.06;6786;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6787;6887;77657;2017-03-22;360;215.71;6787;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6788;6888;94820;2017-03-22;360;263.39;6788;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6789;6889;66466;2017-03-22;360;184.63;6789;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6790;6890;54045;2017-03-22;120;450.38;6790;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6791;6891;43872;2017-03-22;120;365.60;6791;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6792;6892;52618;2017-03-22;240;219.24;6792;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6793;6893;86250;2017-03-22;360;239.58;6793;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6794;6894;64428;2017-03-22;360;178.97;6794;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6795;6895;34080;2017-03-22;36;946.67;6795;A;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6796;6896;12415;2017-03-22;24;517.29;6796;A;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6797;6897;55138;2017-03-22;120;459.48;6797;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6798;6898;28932;2017-03-22;36;803.67;6798;A;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6799;6899;75799;2017-03-22;360;210.55;6799;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6800;6900;86191;2017-03-22;360;239.42;6800;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6801;6901;21277;2017-03-22;48;443.27;6801;A;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6802;6902;64573;2017-03-22;360;179.37;6802;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6803;6903;50767;2017-03-22;240;211.53;6803;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6804;6904;31447;2017-03-22;36;873.53;6804;B;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6805;6905;79069;2017-03-22;360;219.64;6805;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6806;6906;691;2017-03-22;12;57.58;6806;B;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6807;6907;28996;2017-03-22;36;805.44;6807;B;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6808;6908;13646;2017-03-22;36;379.06;6808;B;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6809;6909;5490;2017-03-22;42;130.71;6809;B;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6810;6910;45185;2017-03-22;120;376.54;6810;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6811;6911;9489;2017-03-22;48;197.69;6811;A;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6812;6912;45681;2017-03-22;120;380.68;6812;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6813;6913;38333;2017-03-22;36;1064.81;6813;A;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6814;6914;4904;2017-03-22;48;102.17;6814;A;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6815;6915;29175;2017-03-22;72;405.21;6815;A;ATIVO;CONSIGNADO;;;;;;;;;;;;;;;;;;;;;;;
;6816;6916;43467;2017-03-22;120;362.23;6816;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6817;6917;28601;2017-03-22;72;397.24;6817;A;ATIVO;CONSIGNADO;;;;;;;;;;;;;;;;;;;;;;;
;6818;6918;48789;2017-03-22;120;406.58;6818;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6819;6919;67134;2017-03-22;360;186.48;6819;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6820;6920;96003;2017-03-22;360;266.68;6820;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6821;6921;65130;2017-03-22;360;180.92;6821;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6822;6922;68846;2017-03-22;360;191.24;6822;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6823;6923;49405;2017-03-22;120;411.71;6823;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6824;6924;9073;2017-03-22;60;151.22;6824;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6825;6925;59966;2017-03-22;360;166.57;6825;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6826;6926;93566;2017-03-22;360;259.91;6826;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6827;6927;11260;2017-03-22;24;469.17;6827;A;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6828;6928;33484;2017-03-22;24;1395.17;6828;A;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6829;6929;13562;2017-03-22;24;565.08;6829;A;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6830;6930;63127;2017-03-22;360;175.35;6830;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6831;6931;28883;2017-03-22;48;601.73;6831;B;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6832;6932;92291;2017-03-22;360;256.36;6832;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6833;6933;14336;2017-03-22;36;398.22;6833;B;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6834;6934;36255;2017-03-22;60;604.25;6834;A;ATIVO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6835;6935;21017;2017-03-22;24;875.71;6835;B;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6836;6936;27375;2017-03-22;48;570.31;6836;A;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6837;6937;28654;2017-03-22;24;1193.92;6837;B;LIQUIDADO;EMPRESTIMO;;;;;;;;;;;;;;;;;;;;;;;
;6838;6938;79674;2017-03-22;360;221.32;6838;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
;6839;6939;78114;2017-03-22;360;216.98;6839;A;ATIVO;FINANCIAMENTO IMOBILIARIO;;;;;;;;;;;;;;;;;;;;;;;
